"","Place","Name","Grade","School","Prelims_Time","Finals_Time","Points","Exhibition","DQ","Event","State","Division"
"612",9,"Riley Bunstine","SR","Johnstown Northridge","2:09.30","2:08.48",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"613",10,"Bridget Engel","SR","Springfield Catholic Central","2:12.59","2:10.57",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"614",11,"Rose Gaudiani","SR","Shaker Hts Hathaway Brown","2:08.63","2:11.06",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"615",12,"Jacqueline Young","SO","Cincinnati Mariemont","2:10.71","2:11.43",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"616",13,"Grace Valenza","SR","Gates Mills Gilmour Academy","2:11.20","2:11.62",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"617",14,"Anna Palen","SO","Cincinnati Indian Hill","2:11.73","2:13.08",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"618",15,"Bella Barragate","JR","Shaker Hts Laurel","2:12.42","2:13.10",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"619",16,"Ava Tenhundfeld","FR","Kettering Archbishop Alter","2:10.46","2:13.25",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"620",NA,NA,NA,"Katie Miller","1:57.98","1:57.98",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"621",1,"Jessica Eden","SO","Gates Mills Hawken","2:04.24","2:00.90",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"622",2,"Kate Lair","SR","Kettering Archbishop Alter","2:04.19","2:04.20",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"623",3,"Jamyson Robb","SR","Beloit West Branch","2:04.98","2:05.20",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"624",4,"Sylvia Stewart-Bates","SR","Gates Mills Hawken","2:04.83","2:05.34",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"625",5,"Jordan Aurnou-Rhees","SR","Columbus School for Girls","2:05.97","2:05.68",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"626",6,"Bainon Hart","SR","Gates Mills Hawken","2:06.31","2:05.98",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"627",7,"Sydney Bare","JR","Gates Mills Hawken","2:07.71","2:07.23",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"628",8,"Phoebe Ferguson","SO","Grandview Heights","2:07.41","2:07.42",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"629",9,"Rose Gaudiani","SR","Shaker Hts Hathaway Brown","2:09.26","2:08.63",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"630",10,"Riley Bunstine","SR","Johnstown Northridge","2:07.46","2:09.30",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"631",11,"Ava Tenhundfeld","FR","Kettering Archbishop Alter","2:10.73","2:10.46",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"632",12,"Jacqueline Young","SO","Cincinnati Mariemont","2:11.16","2:10.71",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"633",13,"Grace Valenza","SR","Gates Mills Gilmour Academy","2:10.38","2:11.20",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"634",14,"Anna Palen","SO","Cincinnati Indian Hill","2:10.13","2:11.73",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"635",15,"Bella Barragate","JR","Shaker Hts Laurel","2:10.77","2:12.42",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"636",16,"Bridget Engel","SR","Springfield Catholic Central","2:12.47","2:12.59",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"637",17,"Fia McCarty","JR","Dayton Oakwood","2:10.47","2:13.12",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"638",17,"Anna Lewis","FR","Cincinnati Madeira","2:12.29","2:13.12",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"639",19,"Lauren Klinefelter","SO","Gahanna Columbus Academy","2:09.81","2:13.30",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"640",20,"Liv Riggs","SR","Cincinnati Indian Hill","2:12.80","2:14.00",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"641",21,"Katie Susi","SO","Elyria Catholic","2:13.17","2:14.22",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"642",22,"Lily Weeks","JR","Lexington","2:15.03","2:15.03",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"643",23,"Olivia MacPhail","FR","Shaker Hts Hathaway Brown","2:13.62","2:18.17",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"644",24,"Carlie Blaesing","FR","Port Clinton","2:15.97","2:18.20",NA,0,0,"Girls 200 Yard IM","OH"," Division 2"
"645",NA,NA,NA,"Jake Foster","1:43.99","1:43.99",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"646",1,"Owen Conley","SR","Waynesville","1:48.81","1:47.52",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"647",2,"Nicolas Tekieli","SR","Hunting Valley University Scho","1:50.50","1:50.50",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"648",3,"Alex Podrez","JR","Gates Mills Hawken","1:51.17","1:50.61",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"649",4,"Calvin Wise","SR","Springfield Greenon","1:50.39","1:51.94",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"650",5,"Connor Brown","JR","Gates Mills Hawken","1:53.04","1:53.83",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"651",6,"Eli Stoll","FR","Plain City Jonathan Alder","1:53.88","1:54.19",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"652",7,"Brady McInerney","SO","Columbus St Francis Desales","1:54.04","1:55.41",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"653",8,"CJ Layne","SR","Bowling Green","1:55.71","1:55.81",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"654",9,"Collin Singler","JR","Sandusky Perkins","1:56.35","1:56.10",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"655",10,"Josh Pearson","SR","Cincinnati Indian Hill","1:56.88","1:56.99",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"656",11,"Dan Gyurke","JR","Sandusky St Mary Central Cath","1:56.98","1:57.12",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"657",12,"Adam Sherman","SR","Hamilton Badin","1:58.33","1:57.70",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"658",13,"Hunter Forsythe","SR","Gates Mills Hawken","1:58.73","1:58.72",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"659",14,"Jared Mindek","JR","Warren Howland","1:58.09","1:59.01",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"660",15,"Brooks Olson","SO","Middletown Bishop Fenwick","1:58.02","1:59.12",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"661",16,"Lonnie Lawhorn","SR","Baltimore LIberty Union","1:58.94","2:00.33",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"662",NA,NA,NA,"Jake Foster","1:43.99","1:43.99",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"663",1,"Owen Conley","SR","Waynesville","1:52.07","1:48.81",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"664",2,"Calvin Wise","SR","Springfield Greenon","1:54.12","1:50.39",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"665",3,"Nicolas Tekieli","SR","Hunting Valley University Scho","1:55.05","1:50.50",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"666",4,"Alex Podrez","JR","Gates Mills Hawken","1:51.70","1:51.17",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"667",5,"Connor Brown","JR","Gates Mills Hawken","1:56.16","1:53.04",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"668",6,"Eli Stoll","FR","Plain City Jonathan Alder","1:53.75","1:53.88",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"669",7,"Brady McInerney","SO","Columbus St Francis Desales","1:56.34","1:54.04",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"670",8,"CJ Layne","SR","Bowling Green","1:55.15","1:55.71",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"671",9,"Collin Singler","JR","Sandusky Perkins","1:53.54","1:56.35",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"672",10,"Josh Pearson","SR","Cincinnati Indian Hill","1:57.29","1:56.88",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"673",11,"Dan Gyurke","JR","Sandusky St Mary Central Cath","1:57.86","1:56.98",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"674",12,"Brooks Olson","SO","Middletown Bishop Fenwick","1:58.38","1:58.02",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"675",13,"Jared Mindek","JR","Warren Howland","1:59.00","1:58.09",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"676",14,"Adam Sherman","SR","Hamilton Badin","2:00.09","1:58.33",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"677",15,"Hunter Forsythe","SR","Gates Mills Hawken","1:59.10","1:58.73",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"678",16,"Lonnie Lawhorn","SR","Baltimore LIberty Union","1:58.79","1:58.94",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"679",17,"Will Ford","JR","Cincinnati Indian Hill","1:57.53","1:58.97",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"680",18,"Gabe Yin","JR","Cincinnati Indian Hill","1:59.34","1:59.16",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"681",19,"Joshua Hertz","JR","Copley","2:00.30","1:59.91",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"682",20,"Luke Sullivan","FR","Dayton Carroll","1:59.55","2:00.12",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"683",21,"Jun Cho","JR","Ashland","2:01.88","2:00.92",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"684",22,"Rylan McDaniel","SO","Ashland","2:02.08","2:02.12",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"685",23,"Graham Mayberry","SO","Granville","2:02.65","2:02.91",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"686",24,"Adam Gunckel","SR","Vandalia Butler","2:00.88","2:06.24",NA,0,0,"Boys 200 Yard IM","OH"," Division 2"
"687",8,"Helen Sun","SR","Shaker Hts Hathaway Brown","24.27","24.27",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"688",9,"Logan Lawhorn","SR","Baltimore LIberty Union","24.24","24.24",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"689",10,"Lucie Morris","JR","New Madison Tri Village","24.07","24.07",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"690",12,"Olivia Newman","JR","Lexington","24.35","24.35",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"691",13,"Sydney Jones","JR","Springfield Kenton Ridge","24.19","24.19",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"692",15,"Elayna Krupp","JR","Oak Harbor","24.32","24.32",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"693",16,"Tiana Mescher","FR","Versailles","24.36","24.36",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"694",17,"Hannah Hardin","FR","Granville","24.54","24.54",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"695",19,"Kassie Stine","JR","Shelby","24.68","24.68",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"696",20,"Taplin Seelbach","FR","Shaker Hts Hathaway Brown","24.21","24.21",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"697",21,"Macy May","JR","Coldwater","24.36","24.36",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"698",22,"Annie Richters","JR","Casstown Miami East","24.76","24.76",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 2"
"699",1,"Will Rose","SR","Alliance","20.30","20.30",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"700",2,"Aiden Morris","SR","Rocky River","21.35","21.35",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"701",3,"Pierce Katai","SR","Dayton Miami Valley","21.23","21.23",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"702",4,"Clark Reboul","SR","Chagrin Falls","21.44","21.44",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"703",5,"Colin Savage","SR","Hunting Valley University Scho","21.52","21.52",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"704",6,"Matthew Peckman","SR","Canfield","21.69","21.69",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"705",7,"Matt Brunsky","JR","Vandalia Butler","21.54","21.54",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"706",8,"Sam Pettengill","JR","Cincinnati Country Day","21.63","21.63",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"707",9,"David Kreis","JR","Fairview Park Fairview","22.13","22.13",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"708",10,"Matt Vanone","SR","Gates Mills Gilmour Academy","21.82","21.82",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"709",11,"Danilo Martinelli","JR","Wapakoneta","22.24","22.24",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"710",12,"Branden Arredondo","SR","Wauseon","21.95","21.95",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"711",13,"Ian McQueary","JR","Bethel Tate","22.16","22.16",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"712",14,"Benjamin Litle","SR","Granville","21.98","21.98",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"713",15,"Devin Edwards","SR","Cincinnati Indian Hill","22.13","22.13",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"714",16,"Peyton Burris","SR","Dover","22.02","22.02",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 2"
"715",1,"Nyah Funderburke","JR","Columbus School for Girls","54.85","54.68",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"716",2,"Jordan Aurnou-Rhees","SR","Columbus School for Girls","56.27","55.61",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"717",3,"McKenzie Reid","JR","Dayton Chaminade Julienne","56.21","55.86",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"718",4,"Klava Katayama","SR","Ada","55.57","56.12",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"719",5,"Helen Sun","SR","Shaker Hts Hathaway Brown","56.67","56.38",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"720",6,"Kaley Ream","SO","Kirtland","56.26","56.68",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"721",7,"Maggie Mallett","SO","Gates Mills Hawken","56.92","57.25",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"722",8,"Rose Gaudiani","SR","Shaker Hts Hathaway Brown","56.63","57.72",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"723",9,"Phoebe Ferguson","SO","Grandview Heights","57.13","57.20",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"724",10,"Lauren Musbach","SR","Gates Mills Hawken","57.42","57.24",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"725",11,"Anna Baker","SR","Middletown Bishop Fenwick","57.01","57.44",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"726",12,"Lily Klinginsmith","SO","Pepper Pike Orange","57.26","57.49",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"727",13,"Lindsay Berlin","SR","Gates Mills Hawken","57.82","58.13",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"728",14,"Lauren Klinefelter","SO","Gahanna Columbus Academy","57.60","58.24",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"729",15,"Casadie DiBetta","SO","St Clairsville","58.60","58.42",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"730",16,"Sydney Porinchok","SR","Ottawa Glandorf","58.21","59.22",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"731",1,"Nyah Funderburke","JR","Columbus School for Girls","54.77","54.85",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"732",2,"Klava Katayama","SR","Ada","55.79","55.57",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"733",3,"McKenzie Reid","JR","Dayton Chaminade Julienne","56.47","56.21",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"734",4,"Kaley Ream","SO","Kirtland","56.57","56.26",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"735",5,"Jordan Aurnou-Rhees","SR","Columbus School for Girls","56.04","56.27",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"736",6,"Rose Gaudiani","SR","Shaker Hts Hathaway Brown","56.73","56.63",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"737",7,"Helen Sun","SR","Shaker Hts Hathaway Brown","57.08","56.67",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"738",8,"Maggie Mallett","SO","Gates Mills Hawken","56.83","56.92",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"739",9,"Anna Baker","SR","Middletown Bishop Fenwick","56.77","57.01",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"740",10,"Phoebe Ferguson","SO","Grandview Heights","57.25","57.13",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"741",11,"Lily Klinginsmith","SO","Pepper Pike Orange","57.39","57.26",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"742",12,"Lauren Musbach","SR","Gates Mills Hawken","56.50","57.42",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"743",13,"Lauren Klinefelter","SO","Gahanna Columbus Academy","57.34","57.60",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"744",14,"Lindsay Berlin","SR","Gates Mills Hawken","58.19","57.82",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"745",15,"Sydney Porinchok","SR","Ottawa Glandorf","57.80","58.21",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"746",16,"Casadie DiBetta","SO","St Clairsville","58.72","58.60",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"747",17,"Macy May","JR","Coldwater","58.06","58.77",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"748",18,"Devyn Olson","SO","Waynesville","59.44","59.08",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"749",19,"Abby Meyer","JR","Gates Mills Gilmour Academy","59.22","59.45",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"750",20,"Olivia Moyer","SO","St Clairsville","59.06","59.96",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"751",21,"Karly Hendrickson","SR","Fairfield Christian Academy","59.82","1:00.03",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"752",22,"Elayna Krupp","JR","Oak Harbor","59.68","1:00.41",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"753",23,"Sydney Jones","JR","Springfield Kenton Ridge","59.73","1:00.45",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"754",24,"Madison Smith","JR","Loudonville","1:00.43","1:00.73",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 2"
"755",1,"Gibson Holmes","FR","Cincinnati Indian Hill","48.69","48.37",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"756",2,"Frank Applebaum","SR","Hunting Valley University Scho","50.22","48.80",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"757",3,"Jonah Karschnik","JR","Williamsburg","50.35","50.17",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"758",4,"Collin Singler","JR","Sandusky Perkins","51.35","50.89",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"759",5,"Tim Kalin","JR","Cincinnati Seven Hills","51.06","50.93",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"760",6,"Calvin Wise","SR","Springfield Greenon","50.50","50.95",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"761",7,"Matt Vanone","SR","Gates Mills Gilmour Academy","51.54","51.73",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"762",8,"Will Ford","JR","Cincinnati Indian Hill","51.77","51.82",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"763",9,"Charlie Ferguson","SR","Grandview Heights","52.06","52.25",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"764",10,"Connor Brown","JR","Gates Mills Hawken","52.09","52.35",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"765",11,"Gabriel Colmenares","SR","Beachwood","52.51","52.61",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"766",12,"Logan Brown","SO","Port Clinton","53.36","52.77",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"767",13,"Tommie McQueary","JR","Bethel Tate","53.05","53.07",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"768",14,"Gabe Yin","JR","Cincinnati Indian Hill","52.35","53.10",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"769",15,"John Cashy","SR","Chagrin Falls","52.07","53.14",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"770",16,"Tanner Holmes","SO","Lexington","53.59","53.85",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"771",1,"Gibson Holmes","FR","Cincinnati Indian Hill","50.55","48.69",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"772",2,"Frank Applebaum","SR","Hunting Valley University Scho","49.93","50.22",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"773",3,"Jonah Karschnik","JR","Williamsburg","50.38","50.35",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"774",4,"Calvin Wise","SR","Springfield Greenon","51.13","50.50",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"775",5,"Tim Kalin","JR","Cincinnati Seven Hills","51.29","51.06",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"776",6,"Collin Singler","JR","Sandusky Perkins","50.55","51.35",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"777",7,"Matt Vanone","SR","Gates Mills Gilmour Academy","52.55","51.54",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"778",8,"Will Ford","JR","Cincinnati Indian Hill","51.48","51.77",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"779",9,"Charlie Ferguson","SR","Grandview Heights","52.15","52.06",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"780",10,"John Cashy","SR","Chagrin Falls","52.26","52.07",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"781",11,"Connor Brown","JR","Gates Mills Hawken","52.92","52.09",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"782",12,"Gabe Yin","JR","Cincinnati Indian Hill","53.09","52.35",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"783",13,"Gabriel Colmenares","SR","Beachwood","52.23","52.51",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"784",14,"Tommie McQueary","JR","Bethel Tate","52.73","53.05",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"785",15,"Logan Brown","SO","Port Clinton","53.01","53.36",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"786",16,"Tanner Holmes","SO","Lexington","52.92","53.59",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"787",17,"Jacob Esposito","SO","Gates Mills Hawken","53.78","53.68",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"788",18,"Jack O'Brien","SR","Hunting Valley University Scho","53.06","53.91",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"789",19,"Mason Wilkson","JR","Dayton Chaminade Julienne","53.54","54.18",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"790",19,"John Briggs","JR","Lima Shawnee","53.26","54.18",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"791",21,"Jackson Burke","SO","Cinci Miami Valley Christian","53.81","54.50",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"792",22,"Casey Anderson","JR","Fairfield Cincinnati Christian","53.85","54.69",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"793",23,"Hansel Holmes","FR","Dresden - Tri-Valley","54.43","55.19",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 2"
"794",1,"Ella Jo Piersma","SO","Cincinnati Seven Hills","50.82","50.39",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"795",2,"Mairin O'Brien","JR","Shaker Hts Hathaway Brown","51.21","50.48",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"796",3,"Jessey Li","SO","Cinci Hills Christian Academy","51.04","50.97",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"797",4,"Kaylee Nagel","JR","Napoleon","52.21","51.74",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"798",5,"Mia Latimer","FR","Cincinnati Country Day","51.70","51.94",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"799",6,"Meggie Voigt","SR","Bryan","52.64","52.44",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"800",7,"Ella Gilson","JR","Gates Mills Hawken","52.65","52.63",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"801",8,"Brienne Trumpower","FR","Ontario","52.47","53.00",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"802",9,"Grace Ramirez","JR","Cincinnati Country Day","53.33","53.18",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"803",10,"Maja Miedza","SR","Bay Village Bay","53.18","53.31",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"804",11,"Corinne Kieser","SO","Cincinnati Seven Hills","53.54","53.46",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"805",12,"Chloe Katz","JR","Gates Mills Hawken","53.87","53.72",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"806",13,"Tiana Mescher","FR","Versailles","53.42","53.80",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"807",14,"Hannah Hardin","FR","Granville","53.42","53.85",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"808",15,"Kenzie Conn","SR","Celina","54.04","53.89",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"809",16,"Rachel Clark","SR","Gates Mills Hawken","54.04","54.06",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"810",1,"Ella Jo Piersma","SO","Cincinnati Seven Hills","50.66","50.82",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"811",2,"Jessey Li","SO","Cinci Hills Christian Academy","50.87","51.04",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
"812",3,"Mairin O'Brien","JR","Shaker Hts Hathaway Brown","50.23","51.21",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 2"
