"","Place","Name","Grade","School","Prelims_Time","Finals_Time","Points","Exhibition","DQ","Event","State","Division"
"1",1,NA,NA,"Dublin Coffman","1:43.55","1:41.88",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"2",2,NA,NA,"Mason","1:44.17","1:42.21",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"3",3,NA,NA,"New Albany","1:43.07","1:42.31",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"4",4,NA,NA,"Upper Arlington","1:43.00","1:43.16",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"5",5,NA,NA,"Akron Firestone","1:44.83","1:44.59",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"6",6,NA,NA,"Springboro","1:45.04","1:45.21",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"7",7,NA,NA,"Hudson","1:45.72","1:45.65",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"8",8,NA,NA,"Centerville","1:45.54","1:46.16",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"9",9,NA,NA,"Columbus Bishop Watterson","1:46.20","1:45.49",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"10",10,NA,NA,"Cincinnati Ursuline","1:46.48","1:45.55",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"11",11,NA,NA,"North Canton Hoover","1:46.55","1:46.58",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"12",12,NA,NA,"Brecksville","1:47.33","1:46.67",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"13",13,NA,NA,"Toledo St Ursula Academy","1:47.15","1:47.03",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"14",14,NA,NA,"Cincinnati Turpin","1:47.89","1:47.16",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"15",15,NA,NA,"Gahanna Lincoln","1:47.92","1:47.38",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"16",16,NA,NA,"Fremont Ross","1:48.22","1:47.49",NA,0,0,"Girls 200 Yard Medley Relay","OH"," Division 1"
"17",1,NA,NA,"Cincinnati St Xavier","1:28.20","1:27.97",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"18",2,NA,NA,"Cleveland St. Ignatius","1:33.05","1:31.45",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"19",3,NA,NA,"Mason","1:32.05","1:31.53",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"20",4,NA,NA,"Powell Olentangy Liberty","1:33.65","1:32.97",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"21",5,NA,NA,"Upper Arlington","1:33.58","1:33.19",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"22",6,NA,NA,"Kings Mills Kings","1:33.94","1:33.92",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"23",7,NA,NA,"Columbus St Charles","1:34.15","1:33.99",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"24",8,NA,NA,"Beavercreek","1:34.70","1:34.30",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"25",9,NA,NA,"Dublin Coffman","1:34.96","1:34.19",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"26",10,NA,NA,"Cincinnati Sycamore","1:34.77","1:34.27",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"27",11,NA,NA,"New Albany","1:35.04","1:35.12",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"28",12,NA,NA,"Youngstown Boardman","1:36.12","1:36.05",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"29",13,NA,NA,"Hilliard Darby","1:36.91","1:36.10",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"30",14,NA,NA,"Worthington Thomas Worthington","1:36.92","1:36.46",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"31",15,NA,NA,"Brecksville","1:36.45","1:36.88",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"32",16,NA,NA,"Centerville","1:36.87","1:36.94",NA,0,0,"Boys 200 Yard Medley Relay","OH"," Division 1"
"33",1,"Grace Hastings","SR","Cincinnati Anderson","1:48.89","1:46.99",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"34",2,"Kristyn Sabol","SR","Dublin Coffman","1:49.65","1:47.77",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"35",3,"Paige McCormick","SR","Hudson","1:50.30","1:50.14",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"36",4,"Abby Woolford","FR","Beavercreek","1:51.16","1:50.15",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"37",5,"Phoebe Wright","SO","Cincinnati Walnut Hills","1:51.24","1:50.74",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"38",6,"Maya Geringer","SR","Dublin Jerome","1:51.22","1:51.15",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"39",7,"Madeline Hart","SR","Cincinnati Turpin","1:51.09","1:51.78",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"40",8,"Clara Keiser","SR","Cincinnati St Ursula","1:51.95","1:51.97",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"41",9,"Leah Luckett","SR","Kings Mills Kings","1:52.24","1:50.58",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"42",10,"Erin Reardon","SR","Upper Arlington","1:52.16","1:52.10",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"43",11,"Libby Grether","FR","Dublin Jerome","1:52.42","1:53.04",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"44",12,"Lauren Clippard","FR","Cincinnati Colerain","1:53.38","1:53.09",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"45",13,"Mia Nagle","SO","Akron Firestone","1:53.42","1:53.22",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"46",14,"Molly Pressler","JR","Cincinnati Seton","1:53.34","1:53.24",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"47",15,"Mia Lachey","SR","New Albany","1:52.13","1:53.35",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"48",16,"Ava Sutphin","FR","Cincinnati Turpin","1:54.59","1:54.38",NA,0,0,"Girls 200 Yard Freestyle","OH"," Division 1"
"49",1,"Jacob McDonald","SR","Liberty Twp Lakota East","1:38.02","1:37.62",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"50",2,"Brandon Day","SR","Loveland","1:39.73","1:38.78",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"51",3,"Hayden Jay","JR","Upper Arlington","1:38.93","1:39.33",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"52",4,"Thomas Matthew","SR","Wooster","1:40.34","1:39.38",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"53",5,"Dillon Edge","SO","Beavercreek","1:39.73","1:40.45",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"54",6,"Ethan Shaw","SR","Dublin Coffman","1:40.23","1:40.76",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"55",7,"Kellen Roddy","SR","Cincinnati St Xavier","1:41.06","1:41.42",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"56",8,"Carson Smith","SO","Dublin Jerome","1:41.17","1:41.61",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"57",9,"Brandon Stoia","SR","Parma Normandy","1:41.79","1:40.45",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"58",10,"Erik Menchhofer","JR","Cincinnati Sycamore","1:41.78","1:41.20",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"59",11,"RJ Myers","SR","Cincinnati St Xavier","1:41.34","1:41.45",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"60",12,"Caleb Tuckerman","SR","Hudson","1:41.67","1:41.79",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"61",13,"Alex Cimera","SO","Stow-Munroe Falls","1:41.68","1:42.06",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"62",14,"Isaac Grinberg","SR","Sylvania Southview","1:41.51","1:42.17",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"63",15,"Alex Craft","JR","Cincinnati Walnut Hills","1:42.63","1:42.99",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"64",16,"Will Wowk","SR","Cincinnati St Xavier","1:42.41","1:43.11",NA,0,0,"Boys 200 Yard Freestyle","OH"," Division 1"
"65",1,"Ellie Andrews","JR","Dublin Coffman","2:01.35","2:00.83",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"66",2,"Martina Peroni","SO","Lewis Center Olentangy","2:01.73","2:01.63",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"67",3,"Marie Belli","FR","Gahanna Lincoln","2:04.05","2:03.09",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"68",4,"Reese Lugbill","JR","Mason","2:03.72","2:03.61",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"69",5,"Giovanna Cappabianca","SR","Hudson","2:05.42","2:04.36",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"70",6,"Madeline Dyer","SR","Akron Firestone","2:05.05","2:04.45",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"71",7,"Sydney Boals","JR","New Albany","2:05.10","2:05.13",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"72",8,"Hannah Cech","SR","Liberty Twp Lakota East","2:06.03","2:05.45",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"73",9,"Paige Striley","SO","West Chester Lakota West","2:07.01","2:04.78",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"74",10,"Katie Fisher","FR","Lebanon","2:07.56","2:06.41",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"75",11,"Tara Witkowski","SR","Liberty Twp Lakota East","2:08.04","2:07.15",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"76",12,"Lizzie Jantausch","SR","Liberty Twp Lakota East","2:07.64","2:07.48",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"77",13,"Julia Beer","SO","Perrysburg","2:07.34","2:07.81",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"78",14,"Tera Brilmyer","FR","Akron Firestone","2:08.50","2:08.04",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"79",15,"Mia Hensley","SO","Lancaster","2:08.88","2:08.17",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"80",16,"Alexis Prenzlin","SR","Fremont Ross","2:07.74","2:09.14",NA,0,0,"Girls 200 Yard IM","OH"," Division 1"
"81",1,"Tyler Hong","JR","Cleveland St. Ignatius","1:48.61","1:47.26",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"82",2,"Ansel Froass","SR","Cincinnati Sycamore","1:48.03","1:47.55",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"83",3,"Ian Van Gorp","SR","Cincinnati St Xavier","1:50.15","1:48.82",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"84",4,"Scott Sobolewski","SR","Cincinnati St Xavier","1:49.33","1:49.62",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"85",5,"Spencer Aurnou-Rhees","SO","Columbus St Charles","1:49.83","1:49.94",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"86",6,"Nate Holty","SR","Beavercreek","1:49.67","1:50.05",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"87",7,"Jason Allen","SR","Beavercreek","1:50.76","1:51.31",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"88",8,"Jake Young","JR","Kings Mills Kings","1:52.32","1:53.76",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"89",9,"Grant Gooding","FR","Upper Arlington","1:52.34","1:51.77",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"90",10,"Nick Diangelo","SR","Mason","1:54.20","1:51.86",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"91",11,"Nathan Wall","JR","Cincinnati St Xavier","1:52.34","1:52.03",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"92",12,"Reno James","SR","Dublin Jerome","1:52.32","1:52.96",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"93",13,"Will Elsrod","JR","Columbus St Charles","1:55.03","1:54.00",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"94",14,"Brogan Robinson","10","Olentangy Berlin","1:54.63","1:54.28",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"95",15,"Patrick Daly","JR","New Albany","1:53.43","1:55.14",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"96",16,"Austin Davis","SR","Dublin Jerome","1:54.96","1:55.34",NA,0,0,"Boys 200 Yard IM","OH"," Division 1"
"97",1,"Hannah Hill","JR","Springboro",NA,"23.23",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"98",2,"Riley Huddleston","SO","Upper Arlington",NA,"23.16",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"99",3,"Bella Matesa","SR","Cincinnati Ursuline",NA,"23.41",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"100",4,"Olivia Oyster","SO","Columbus Bishop Watterson",NA,"23.41",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"101",5,"Mackenzie DeWitt","JR","Hudson",NA,"23.66",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"102",6,"Ava Lachey","SO","New Albany",NA,"23.71",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"103",7,"Kiah Smith","SO","Westerville Central",NA,"23.61",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"104",8,"Emma Schueler","JR","Upper Arlington",NA,"23.70",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"105",9,"Jordyn Homoki","JR","Strongsville",NA,"23.71",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"106",10,"Gracie Chelf","SO","Wooster",NA,"23.75",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"107",11,"Caroline Porterfield","SO","Upper Arlington",NA,"23.78",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"108",12,"Mia Brown","SR","Columbus Bishop Watterson",NA,"23.83",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"109",13,"Madison Kelly","SR","Cleveland Saint Joseph Academy",NA,"24.01",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"110",14,"Tiana Anchrum","JR","Mason",NA,"23.79",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"111",15,"Lexi Elkovitch","SR","New Albany",NA,"23.72",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"112",16,"Reese Turner","JR","Springfield",NA,"23.99",NA,0,0,"Girls 50 Yard Freestyle","OH"," Division 1"
"113",1,"Adam Chaney","SR","Mason",NA,"19.83",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"114",2,"Aaron Sequeira","SR","Cincinnati Walnut Hills",NA,"20.16",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"115",3,"Avery Voss","JR","Upper Arlington",NA,"20.24",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"116",4,"Christian Hosler","JR","Powell Olentangy Liberty",NA,"20.69",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"117",5,"Pete Krusinski","SR","Brecksville",NA,"20.55",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"118",6,"Braden Osborn","JR","Mason",NA,"20.83",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"119",7,"Nate Gaver","JR","Reynoldsburg",NA,"20.75",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"120",8,"Thomas Morris","JR","New Albany",NA,"20.92",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"121",9,"Kyle Gluck","SR","Lakewood St Edward",NA,"21.02",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"122",10,"Jake Meyer","SR","Upper Arlington",NA,"21.45",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"123",11,"John Soeder","SR","Cleveland St. Ignatius",NA,"21.04",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"124",12,"Johnny Belli","SR","Gahanna Lincoln",NA,"21.37",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"125",13,"Ethan Otten","SO","Beavercreek",NA,"21.13",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"126",14,"Braden Knoch","SR","Canton Glen Oak",NA,"21.56",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"127",15,"Sergio Suarez","JR","Hilliard Davidson",NA,"21.54",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"128",16,"Brady Ireland","SR","Toledo St Francis De Sales",NA,"21.53",NA,0,0,"Boys 50 Yard Freestyle","OH"," Division 1"
"129",1,"Kiara Anchrum","JR","Mason","55.44","54.48",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"130",2,"Cameron Kuriger","SO","Lewis Center Olentangy","55.07","54.76",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"131",3,"Hannah Bailey","SR","Dublin Coffman","54.70","54.82",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"132",4,"Gabrielle Brust","SR","Pataskala Watkins Memorial","55.16","55.09",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"133",5,"Marie Belli","FR","Gahanna Lincoln","55.49","55.41",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"134",6,"Madeline Hart","SR","Cincinnati Turpin","55.53","55.46",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"135",7,"Mackenzie DeWitt","JR","Hudson","56.01","55.47",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"136",8,"Maggie Clough","SR","Springboro","55.74","55.64",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"137",9,"Jordyn Homoki","JR","Strongsville","56.02","55.79",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"138",10,"Anna Skapoulas","SR","Rocky River","56.75","56.13",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"139",11,"Peyton Farrell","SR","Beavercreek","56.41","56.28",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"140",12,"Julia Beer","SO","Perrysburg","56.18","56.29",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"141",13,"Olivia Hovorka","SO","New Albany","57.49","56.89",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"142",14,"Kiah Smith","SO","Westerville Central","56.72","56.92",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"143",15,"Claudia Butterfield","SR","Cincinnati Ursuline","57.22","56.98",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"144",16,"Hannah Routh","SO","Grove City","57.32","57.52",NA,0,0,"Girls 100 Yard Butterfly","OH"," Division 1"
"145",1,"Jean-Pierre Khouzam","SR","Cincinnati St Xavier","47.44","47.01",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"146",2,"Carl Bloebaum","SO","Mason","49.22","48.58",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"147",3,"Nate Buse","SR","Cincinnati St Xavier","49.16","48.71",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"148",4,"Scotty Buff","FR","Toledo St Francis De Sales","49.07","48.86",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"149",5,"Kevin Glennon","SO","Kings Mills Kings","49.61","49.15",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"150",6,"Parker Stocker","SO","Findlay","49.62","49.51",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"151",7,"Braden Osborn","JR","Mason","49.44","49.72",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"152",8,"Noah Basista","SR","Youngstown Boardman","49.93","50.70",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"153",9,"Owen Pelzer","SR","Cincinnati Oak Hills","50.83","49.76",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"154",10,"Wesley Schauer","JR","Beavercreek","50.54","50.30",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"155",11,"Isaac Grinberg","SR","Sylvania Southview","50.16","50.32",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"156",12,"Tristan Menninger","JR","Cincinnati St Xavier","50.57","50.34",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"157",13,"Jonny Marshall","FR","Akron Firestone","50.85","50.39",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"158",14,"Reno James","SR","Dublin Jerome","50.50","50.49",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"159",15,"Alex Cimera","SO","Stow-Munroe Falls","50.82","50.53",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"160",16,"Evan Fentress","SO","Milford","50.60","50.61",NA,0,0,"Boys 100 Yard Butterfly","OH"," Division 1"
"161",1,"Hannah Hill","JR","Springboro","50.70","50.15",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"162",2,"Kristyn Sabol","SR","Dublin Coffman","50.60","50.20",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"163",3,"Bella Matesa","SR","Cincinnati Ursuline","50.41","50.23",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"164",4,"Phoebe Wright","SO","Cincinnati Walnut Hills","51.12","51.01",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"165",5,"Ava Lachey","SO","New Albany","51.23","51.11",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"166",6,"Leah Luckett","SR","Kings Mills Kings","51.86","51.52",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"167",7,"Olivia Oyster","SO","Columbus Bishop Watterson","51.96","51.76",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"168",8,"Lexi Elkovitch","SR","New Albany","51.78","51.77",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"169",9,"Paige Striley","SO","West Chester Lakota West","52.63","51.60",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"170",10,"Gracie Chelf","SO","Wooster","52.17","52.09",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"171",11,"Emma Schueler","JR","Upper Arlington","52.07","52.87",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"172",12,"Kaitlyn Bacik","SR","Beavercreek","52.99","52.91",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"173",13,"Avery Catalano","SO","Upper Arlington","52.84","53.08",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"174",14,"Macey Swearingen","SR","Westerville Central","53.05","53.38",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"175",15,"Reese Turner","JR","Springfield","52.96","53.60",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"176",16,"Peyton Spearry","SR","Rocky River","52.82","53.80",NA,0,0,"Girls 100 Yard Freestyle","OH"," Division 1"
"177",1,"Adam Chaney","SR","Mason","44.93","43.93",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"178",2,"Avery Voss","JR","Upper Arlington","44.57","44.51",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"179",3,"Owen Taylor","JR","Cincinnati St Xavier","45.09","44.94",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"180",4,"Hayden Jay","JR","Upper Arlington","45.54","45.55",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"181",5,"Kaden Smesko","SR","Cuyahoga Falls Walsh Jesuit","45.76","45.74",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"182",6,"Thomas Matthew","SR","Wooster","45.84","45.92",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"183",7,"Nate Gaver","JR","Reynoldsburg","45.89","46.11",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"184",8,"Kyle Gluck","SR","Lakewood St Edward","45.93","46.31",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"185",9,"Ian Van Gorp","SR","Cincinnati St Xavier","46.36","46.56",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"186",10,"Preston Kuriger","SR","Lewis Center Olentangy","46.47","46.59",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"187",10,"John Bently","SR","Powell Olentangy Liberty","46.84","46.59",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"188",12,"Michael Rine","SO","Beavercreek","46.25","46.62",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"189",12,"Ian Smith","SR","Dublin Jerome","46.25","46.62",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"190",14,"Patrick Heldreth","SR","Toledo St Francis De Sales","47.24","46.98",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"191",15,"John Soeder","SR","Cleveland St. Ignatius","46.83","47.06",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"192",16,"Thomas Morris","JR","New Albany","46.90","47.19",NA,0,0,"Boys 100 Yard Freestyle","OH"," Division 1"
"193",1,"Nicola Lane","SR","Centerville","4:53.96","4:47.23",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"194",2,"Grace Hastings","SR","Cincinnati Anderson","4:50.17","4:48.84",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"195",3,"Maya Geringer","SR","Dublin Jerome","4:54.65","4:52.58",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"196",4,"Paige McCormick","SR","Hudson","4:55.60","4:53.99",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"197",5,"Hannah Cech","SR","Liberty Twp Lakota East","4:54.78","4:54.10",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"198",6,"Abby Woolford","FR","Beavercreek","4:58.50","4:55.83",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"199",7,"Martina Peroni","SO","Lewis Center Olentangy","4:57.13","4:55.86",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"200",8,"Gretchen Schneider","FR","Dublin Coffman","4:58.91","5:03.03",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"201",9,"Ashley Lugbill","JR","Mason","4:59.62","4:57.16",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"202",10,"Isabelle Gomez","SO","Liberty Twp Lakota East","5:02.76","5:00.08",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"203",11,"Ava Sutphin","FR","Cincinnati Turpin","4:59.70","5:00.26",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
"204",12,"Mia Lachey","SR","New Albany","5:01.08","5:02.38",NA,0,0,"Girls 500 Yard Freestyle","OH"," Division 1"
